-------------------- OFFSET 0 --------------------
id=0x0000 flags=0x0743 extra=0x0000 sprite=0
id=0x0000 flags=0x0045 extra=0x0000 sprite=0
id=0x0000 flags=0x0145 extra=0x0000 sprite=0
id=0x0000 flags=0x0245 extra=0x0000 sprite=0
id=0x0000 flags=0x0046 extra=0x0000 sprite=0
id=0x0000 flags=0x0146 extra=0x0000 sprite=0
id=0x0000 flags=0x0246 extra=0x0000 sprite=0
id=0x0000 flags=0x0049 extra=0x0000 sprite=0
id=0x0000 flags=0x004A extra=0x0000 sprite=0
id=0x0000 flags=0x014A extra=0x0000 sprite=0
id=0x0000 flags=0x024A extra=0x0000 sprite=0
id=0x0000 flags=0x004B extra=0x0000 sprite=0
id=0x0000 flags=0x014B extra=0x0000 sprite=0
id=0x0000 flags=0x024B extra=0x0000 sprite=0
id=0x0000 flags=0x034B extra=0x0000 sprite=0
id=0x0000 flags=0x044B extra=0x0000 sprite=0
id=0x0000 flags=0x054B extra=0x0000 sprite=0
id=0x0000 flags=0x064B extra=0x0000 sprite=0
id=0x0000 flags=0x004C extra=0x0000 sprite=0
id=0x0000 flags=0x014C extra=0x0000 sprite=0
id=0x0000 flags=0x024C extra=0x0000 sprite=0
id=0x0000 flags=0x034C extra=0x0000 sprite=0
id=0x0000 flags=0x044C extra=0x0000 sprite=0
id=0x0000 flags=0x054C extra=0x0000 sprite=0
id=0x0000 flags=0x005A extra=0x0000 sprite=0
id=0x0003 flags=0x015A extra=0x0000 sprite=0
id=0x0075 flags=0x025A extra=0x0000 sprite=0
id=0x0073 flags=0x035A extra=0x0000 sprite=0
id=0x0000 flags=0x045A extra=0x0000 sprite=0
id=0x0000 flags=0x055A extra=0x0000 sprite=0
id=0x0000 flags=0x065A extra=0x0000 sprite=0
id=0x0000 flags=0x075A extra=0x0000 sprite=0
id=0x0000 flags=0x085A extra=0x0000 sprite=0
id=0x0000 flags=0x095A extra=0x0000 sprite=0
id=0x0000 flags=0x0A5A extra=0x0000 sprite=0
id=0x0000 flags=0x0B5A extra=0x0000 sprite=0
id=0x0000 flags=0x0C5A extra=0x0000 sprite=0
id=0x0000 flags=0x0D5A extra=0x0000 sprite=0
id=0x0074 flags=0x005B extra=0x0000 sprite=0
id=0x0000 flags=0x015B extra=0x0000 sprite=0
id=0x0000 flags=0x025B extra=0x0000 sprite=0
id=0x0000 flags=0x035B extra=0x0000 sprite=0
id=0x0000 flags=0x045B extra=0x0000 sprite=0
id=0x0000 flags=0x055B extra=0x0000 sprite=0
id=0x0000 flags=0x065B extra=0x0000 sprite=0
id=0x0000 flags=0x075B extra=0x0000 sprite=0
id=0x0000 flags=0x005C extra=0x0000 sprite=0
id=0x0000 flags=0x015C extra=0x0000 sprite=0
id=0x0000 flags=0x025C extra=0x0000 sprite=0
id=0x0000 flags=0x035C extra=0x0000 sprite=0
id=0x0000 flags=0x045C extra=0x0000 sprite=0
id=0x0000 flags=0x055C extra=0x0000 sprite=0
id=0x0000 flags=0x065C extra=0x0000 sprite=0
id=0x0000 flags=0x075C extra=0x0000 sprite=0
id=0x0000 flags=0x085C extra=0x0000 sprite=0
id=0x0000 flags=0x095C extra=0x0000 sprite=0
id=0x0000 flags=0x0A5C extra=0x0000 sprite=0
id=0x0000 flags=0x0B5C extra=0x0000 sprite=0
id=0x0000 flags=0x0C5C extra=0x0000 sprite=0
id=0x0000 flags=0x005D extra=0x0000 sprite=0
id=0x0049 flags=0x015D extra=0x0000 sprite=0
id=0x0000 flags=0x025D extra=0x0000 sprite=0
id=0x0000 flags=0x035D extra=0x0000 sprite=0
id=0x0000 flags=0x005E extra=0x0000 sprite=0
id=0x0000 flags=0x015E extra=0x0000 sprite=0
id=0x0000 flags=0x0064 extra=0x0000 sprite=0
id=0x0000 flags=0x0164 extra=0x0000 sprite=0
id=0x0000 flags=0x0264 extra=0x0000 sprite=0
id=0x0000 flags=0x0364 extra=0x0000 sprite=0
id=0x0000 flags=0x0464 extra=0x0000 sprite=0
id=0x0000 flags=0x0065 extra=0x0000 sprite=0
id=0x0000 flags=0x0165 extra=0x0000 sprite=0
id=0x0000 flags=0x0265 extra=0x0000 sprite=0
id=0x0000 flags=0x0365 extra=0x0000 sprite=0
id=0x0000 flags=0x0066 extra=0x0020 sprite=0
id=0x002C flags=0x0166 extra=0x0000 sprite=0
id=0x0000 flags=0x0266 extra=0x0000 sprite=0
id=0x0000 flags=0x0067 extra=0x0000 sprite=0
id=0x0000 flags=0x0167 extra=0x0000 sprite=0
id=0x0000 flags=0x0267 extra=0x0000 sprite=0
id=0x0000 flags=0x0367 extra=0x0000 sprite=0
id=0x0000 flags=0x0068 extra=0x0000 sprite=0
id=0x0000 flags=0x0168 extra=0x0000 sprite=0
id=0x0000 flags=0x0069 extra=0x0000 sprite=0
id=0x0005 flags=0x0169 extra=0x0000 sprite=0
id=0x0000 flags=0x0269 extra=0x0000 sprite=0
id=0x0000 flags=0x0369 extra=0x0020 sprite=0
id=0x0072 flags=0x0469 extra=0x0000 sprite=0
id=0x0000 flags=0x0569 extra=0x0000 sprite=0
id=0x0000 flags=0x0669 extra=0x0000 sprite=0
id=0x0000 flags=0x0769 extra=0x0000 sprite=0
id=0x0000 flags=0x0869 extra=0x0000 sprite=0
id=0x0000 flags=0x0969 extra=0x0000 sprite=0
id=0x0000 flags=0x0A69 extra=0x0000 sprite=0
id=0x0000 flags=0x0B69 extra=0x0000 sprite=0
id=0x0000 flags=0x006A extra=0x0000 sprite=0
id=0x0000 flags=0x006D extra=0x0000 sprite=0
id=0x0000 flags=0x016D extra=0x0000 sprite=0
id=0x0000 flags=0x0070 extra=0x0000 sprite=0
id=0x0000 flags=0x0170 extra=0x0000 sprite=0
id=0x0000 flags=0x0071 extra=0x0000 sprite=0
id=0x0000 flags=0x0171 extra=0x0000 sprite=0
id=0x0000 flags=0x0271 extra=0x0000 sprite=0
id=0x0000 flags=0x0072 extra=0x0020 sprite=0
id=0x0029 flags=0x0077 extra=0x0000 sprite=0
id=0x00CE flags=0x0177 extra=0x0000 sprite=0
id=0x00CF flags=0x0277 extra=0x0000 sprite=0
id=0x0103 flags=0x0377 extra=0x0000 sprite=0
id=0x0104 flags=0x0477 extra=0x0000 sprite=0
id=0x0105 flags=0x0577 extra=0x0000 sprite=0
id=0x0106 flags=0x0677 extra=0x0000 sprite=0
id=0x0107 flags=0x0777 extra=0x0000 sprite=0
id=0x0108 flags=0x0877 extra=0x0000 sprite=0
id=0x0109 flags=0x0977 extra=0x0000 sprite=0
id=0x010A flags=0x0A77 extra=0x0000 sprite=0
id=0x010B flags=0x0B77 extra=0x0000 sprite=0
id=0x010C flags=0x0C77 extra=0x0000 sprite=0
id=0x010D flags=0x0D77 extra=0x0000 sprite=0
id=0x010E flags=0x0E77 extra=0x0000 sprite=0
id=0x0118 flags=0x0F77 extra=0x0000 sprite=0
id=0x0119 flags=0x0078 extra=0x0000 sprite=0
id=0x0000 flags=0x0178 extra=0x0000 sprite=0
id=0x0000 flags=0x0278 extra=0x0000 sprite=0
id=0x0000 flags=0x0378 extra=0x0000 sprite=0
id=0x0000 flags=0x0478 extra=0x0000 sprite=0
id=0x0000 flags=0x0578 extra=0x0000 sprite=0
id=0x0000 flags=0x0079 extra=0x0000 sprite=0
id=0x0000 flags=0x0179 extra=0x0000 sprite=0
id=0x0000 flags=0x0279 extra=0x0000 sprite=0
id=0x0000 flags=0x007A extra=0x0000 sprite=0
id=0x0000 flags=0x017A extra=0x0000 sprite=0
id=0x0000 flags=0x027A extra=0x0000 sprite=0
id=0x0000 flags=0x037A extra=0x0000 sprite=0
id=0x0000 flags=0x007B extra=0x0000 sprite=0
id=0x0000 flags=0x017B extra=0x0000 sprite=0
id=0x0000 flags=0x007C extra=0x0000 sprite=0
id=0x0000 flags=0x0082 extra=0x0000 sprite=0
id=0x0000 flags=0x0182 extra=0x0000 sprite=0
id=0x0000 flags=0x0282 extra=0x0000 sprite=0
id=0x00C8 flags=0x0382 extra=0x0000 sprite=0
id=0x0000 flags=0x0482 extra=0x0000 sprite=0
id=0x0000 flags=0x0582 extra=0x0000 sprite=0
id=0x0000 flags=0x0682 extra=0x0000 sprite=0
id=0x0000 flags=0x0782 extra=0x0000 sprite=0
id=0x0000 flags=0x0882 extra=0x0000 sprite=0
id=0x0000 flags=0x0982 extra=0x0000 sprite=0
id=0x0000 flags=0x0A82 extra=0x0000 sprite=0
id=0x0000 flags=0x0B82 extra=0x0000 sprite=0
id=0x0000 flags=0x0C82 extra=0x0000 sprite=0
id=0x0000 flags=0x0083 extra=0x0000 sprite=0
id=0x0000 flags=0x0183 extra=0x0000 sprite=0
id=0x0000 flags=0x0283 extra=0x0000 sprite=0
id=0x0000 flags=0x0383 extra=0x0000 sprite=0
id=0x0000 flags=0x0483 extra=0x0000 sprite=0
id=0x0000 flags=0x0583 extra=0x0000 sprite=0
id=0x0000 flags=0x0683 extra=0x0000 sprite=0
id=0x0000 flags=0x0783 extra=0x0000 sprite=0
id=0x0000 flags=0x0883 extra=0x0000 sprite=0
id=0x0000 flags=0x0983 extra=0x0000 sprite=0
id=0x0000 flags=0x0084 extra=0x0000 sprite=0
id=0x0000 flags=0x0184 extra=0x0000 sprite=0
id=0x0000 flags=0x0284 extra=0x0000 sprite=0
id=0x0000 flags=0x0384 extra=0x0000 sprite=0
id=0x0000 flags=0x0484 extra=0x0000 sprite=0
id=0x0000 flags=0x0584 extra=0x0000 sprite=0
id=0x0000 flags=0x0684 extra=0x0000 sprite=0
id=0x0000 flags=0x0784 extra=0x0000 sprite=0
id=0x0000 flags=0x0085 extra=0x0000 sprite=0
id=0x0000 flags=0x0185 extra=0x0000 sprite=0
id=0x0000 flags=0x0086 extra=0x0000 sprite=0
id=0x0009 flags=0x0087 extra=0x0008 sprite=0
id=0x0008 flags=0x0187 extra=0x0008 sprite=0
id=0x0007 flags=0x00A0 extra=0x0000 sprite=0
id=0x0000 flags=0x01A0 extra=0x0000 sprite=0
id=0x0000 flags=0x02A0 extra=0x0000 sprite=0
id=0x0023 flags=0x0021 extra=0x0022 sprite=32
id=0x00A3 flags=0x00E2 extra=0x0000 sprite=31
id=0x00FA flags=0x0000 extra=0x0000 sprite=152
id=0x01FA flags=0x0000 extra=0x0000 sprite=153
id=0x02FA flags=0x0000 extra=0x0000 sprite=154
id=0x60FA flags=0x0000 extra=0x0000 sprite=155
id=0x61FA flags=0x0000 extra=0x0000 sprite=156
id=0x62FA flags=0x0000 extra=0x0000 sprite=157
id=0x80FA flags=0x0000 extra=0x0000 sprite=158
id=0x81FA flags=0x0000 extra=0x0000 sprite=159
id=0x82FA flags=0x0000 extra=0x0000 sprite=160
id=0xA0FA flags=0x0000 extra=0x0000 sprite=161
id=0xA1FA flags=0x0000 extra=0x0000 sprite=162
id=0xA2FA flags=0x0000 extra=0x0000 sprite=163
id=0x00FB flags=0x0000 extra=0x0000 sprite=164
id=0x01FB flags=0x0000 extra=0x0000 sprite=165
id=0x02FB flags=0x0000 extra=0x0000 sprite=166
id=0x60FB flags=0x0000 extra=0x0000 sprite=167
id=0x61FB flags=0x0000 extra=0x0000 sprite=168
id=0x62FB flags=0x0000 extra=0x0000 sprite=169
id=0x80FB flags=0x0000 extra=0x0000 sprite=170
id=0x81FB flags=0x0000 extra=0x0000 sprite=171
id=0x82FB flags=0x0000 extra=0x0000 sprite=172
id=0xA0FB flags=0x0000 extra=0x0000 sprite=173
id=0xA1FB flags=0x0000 extra=0x0000 sprite=174
id=0xA2FB flags=0x0000 extra=0x0000 sprite=175
id=0x00FC flags=0x0000 extra=0x0000 sprite=176
id=0x01FC flags=0x0000 extra=0x0000 sprite=177
id=0x02FC flags=0x0000 extra=0x0000 sprite=178
id=0x60FC flags=0x0000 extra=0x0000 sprite=179
id=0x61FC flags=0x0000 extra=0x0000 sprite=180
id=0x62FC flags=0x0000 extra=0x0000 sprite=181
id=0x80FC flags=0x0000 extra=0x0000 sprite=182
id=0x81FC flags=0x0000 extra=0x0000 sprite=183
id=0x82FC flags=0x0000 extra=0x0000 sprite=184
id=0xA0FC flags=0x0000 extra=0x0000 sprite=185
id=0xA1FC flags=0x0000 extra=0x0000 sprite=186
id=0xA2FC flags=0x0000 extra=0x0000 sprite=187
id=0x00FD flags=0x0000 extra=0x0000 sprite=188
id=0x01FD flags=0x0000 extra=0x0000 sprite=189
id=0x02FD flags=0x0000 extra=0x0000 sprite=190
id=0x60FD flags=0x0000 extra=0x0000 sprite=191
id=0x61FD flags=0x0000 extra=0x0000 sprite=192
id=0x62FD flags=0x0000 extra=0x0000 sprite=193
id=0x80FD flags=0x0000 extra=0x0000 sprite=194
id=0x81FD flags=0x0000 extra=0x0000 sprite=195
id=0x82FD flags=0x0000 extra=0x0000 sprite=196
id=0xA0FD flags=0x0000 extra=0x0000 sprite=197
id=0xA1FD flags=0x0000 extra=0x0000 sprite=198
id=0xA2FD flags=0x0000 extra=0x0000 sprite=199
Found 1230 objects.

-------------------- OFFSET 2 --------------------
id=0x0000 flags=0x0000 extra=0x003D sprite=256
id=0x0000 flags=0x0000 extra=0x0040 sprite=1
id=0x0001 flags=0x00F0 extra=0x0088 sprite=140
id=0x0090 flags=0x0094 extra=0x0089 sprite=141
id=0x0091 flags=0x0095 extra=0x008A sprite=142
id=0x0092 flags=0x0096 extra=0x008B sprite=143
id=0x0093 flags=0x0097 extra=0x000A sprite=193
id=0x0000 flags=0x002B extra=0x010A sprite=193
id=0x0000 flags=0x0026 extra=0x020A sprite=193
id=0x0000 flags=0x0059 extra=0x030A sprite=193
id=0x0000 flags=0x0024 extra=0x040A sprite=193
id=0x0000 flags=0x0000 extra=0x050A sprite=193
id=0x00F0 flags=0x005A extra=0x005E sprite=98
id=0x0066 flags=0x005B extra=0x005F sprite=99
id=0x0067 flags=0x005C extra=0x0060 sprite=100
id=0x0068 flags=0x005D extra=0x0061 sprite=101
id=0x0069 flags=0x060A extra=0x00C1 sprite=0
id=0x0000 flags=0x070A extra=0x00C1 sprite=0
id=0x0026 flags=0x0055 extra=0x090A sprite=193
id=0x00C1 flags=0x0400 extra=0x0026 sprite=86
id=0x0B0A flags=0x00C1 extra=0x0400 sprite=38
id=0x0026 flags=0x004F extra=0x0D0A sprite=193
id=0x00C1 flags=0x0400 extra=0x0026 sprite=76
id=0x0F0A flags=0x00C1 extra=0x0400 sprite=38
id=0x0026 flags=0x0050 extra=0x110A sprite=193
id=0x00C1 flags=0x0400 extra=0x0026 sprite=82
id=0x130A flags=0x00C1 extra=0x0400 sprite=38
id=0x0059 flags=0x0055 extra=0x150A sprite=193
id=0x00C1 flags=0x0400 extra=0x0059 sprite=86
id=0x170A flags=0x00C1 extra=0x0400 sprite=89
id=0x0059 flags=0x004F extra=0x190A sprite=193
id=0x00C1 flags=0x0400 extra=0x0059 sprite=76
id=0x1B0A flags=0x00C1 extra=0x0400 sprite=89
id=0x0059 flags=0x0050 extra=0x1D0A sprite=193
id=0x00C1 flags=0x0400 extra=0x0059 sprite=82
id=0x1F0A flags=0x00C1 extra=0x0400 sprite=89
id=0x0053 flags=0x200A extra=0x00C1 sprite=0
id=0x0000 flags=0x210A extra=0x00C1 sprite=0
id=0x0000 flags=0x220A extra=0x00C1 sprite=0
id=0x0000 flags=0x230A extra=0x00C1 sprite=0
id=0x0000 flags=0x240A extra=0x00C1 sprite=0
id=0x0000 flags=0x250A extra=0x00C1 sprite=0
id=0x0000 flags=0x260A extra=0x00C1 sprite=0
id=0x0000 flags=0x270A extra=0x00C1 sprite=0
id=0x0000 flags=0x280A extra=0x00C1 sprite=0
id=0x0000 flags=0x290A extra=0x00C1 sprite=0
id=0x0000 flags=0x2A0A extra=0x00C1 sprite=0
id=0x0000 flags=0x2B0A extra=0x00C1 sprite=0
id=0x0000 flags=0x2C0A extra=0x00C1 sprite=0
id=0x0000 flags=0x2D0A extra=0x00C1 sprite=0
id=0x0000 flags=0x2E0A extra=0x00C1 sprite=0
id=0x0000 flags=0x2F0A extra=0x00C1 sprite=0
id=0x0000 flags=0x300A extra=0x00C1 sprite=0
id=0x0000 flags=0x310A extra=0x00C1 sprite=0
id=0x0000 flags=0x320A extra=0x00C1 sprite=0
id=0x0000 flags=0x330A extra=0x00C1 sprite=0
id=0x0000 flags=0x340A extra=0x00C1 sprite=0
id=0x0000 flags=0x350A extra=0x00C1 sprite=0
id=0x0000 flags=0x360A extra=0x00C1 sprite=0
id=0x0000 flags=0x370A extra=0x00C1 sprite=0
id=0x0000 flags=0x380A extra=0x00C1 sprite=0
id=0x0000 flags=0x390A extra=0x00C1 sprite=0
id=0x0000 flags=0x3A0A extra=0x00C1 sprite=0
id=0x0000 flags=0x3B0A extra=0x00C1 sprite=0
id=0x0000 flags=0x3C0A extra=0x00C1 sprite=0
id=0x0000 flags=0x3D0A extra=0x00C1 sprite=0
id=0x0000 flags=0x3E0A extra=0x00C1 sprite=0
id=0x0000 flags=0x3F0A extra=0x00C1 sprite=0
id=0x0000 flags=0x400A extra=0x00C1 sprite=0
id=0x0000 flags=0x410A extra=0x00C1 sprite=0
id=0x0000 flags=0x420A extra=0x00C1 sprite=0
id=0x0000 flags=0x430A extra=0x00C1 sprite=0
id=0x0000 flags=0x440A extra=0x00C1 sprite=0
id=0x0000 flags=0x450A extra=0x00C1 sprite=0
id=0x0000 flags=0x460A extra=0x00C1 sprite=0
id=0x0000 flags=0x470A extra=0x00C1 sprite=0
id=0x0000 flags=0x480A extra=0x00C1 sprite=0
id=0x0000 flags=0x490A extra=0x00C1 sprite=0
id=0x0000 flags=0x4A0A extra=0x00C1 sprite=0
id=0x0000 flags=0x4B0A extra=0x00C1 sprite=0
id=0x0000 flags=0x4C0A extra=0x00C1 sprite=0
id=0x0000 flags=0x4D0A extra=0x00C1 sprite=0
id=0x0000 flags=0x4E0A extra=0x00C1 sprite=0
id=0x0000 flags=0x4F0A extra=0x00C1 sprite=0
id=0x0000 flags=0x500A extra=0x00C1 sprite=0
id=0x0000 flags=0x510A extra=0x00C1 sprite=0
id=0x0000 flags=0x520A extra=0x00C1 sprite=0
id=0x0000 flags=0x530A extra=0x00C1 sprite=0
id=0x0000 flags=0x540A extra=0x00C1 sprite=0
id=0x0000 flags=0x550A extra=0x00C1 sprite=0
id=0x0000 flags=0x560A extra=0x00C1 sprite=0
id=0x0000 flags=0x570A extra=0x00C1 sprite=0
id=0x0000 flags=0x580A extra=0x00C1 sprite=0
id=0x0000 flags=0x590A extra=0x00C1 sprite=0
id=0x0000 flags=0x5A0A extra=0x00C1 sprite=0
id=0x0000 flags=0x5B0A extra=0x00C1 sprite=0
id=0x0000 flags=0x5C0A extra=0x00C1 sprite=0
id=0x0000 flags=0x5D0A extra=0x00C1 sprite=0
id=0x0000 flags=0x5E0A extra=0x00C1 sprite=0
id=0x0000 flags=0x5F0A extra=0x00C1 sprite=0
id=0x0000 flags=0x600A extra=0x00C1 sprite=0
id=0x0000 flags=0x610A extra=0x00C1 sprite=0
id=0x0000 flags=0x620A extra=0x00C1 sprite=0
id=0x0000 flags=0x630A extra=0x00C1 sprite=0
id=0x0000 flags=0x640A extra=0x00C1 sprite=0
id=0x0000 flags=0x650A extra=0x00C1 sprite=0
id=0x0000 flags=0x660A extra=0x00C1 sprite=0
id=0x0000 flags=0x670A extra=0x00C1 sprite=0
id=0x0000 flags=0x680A extra=0x00C1 sprite=0
id=0x0000 flags=0x690A extra=0x00C1 sprite=0
id=0x0000 flags=0x6A0A extra=0x00C1 sprite=0
id=0x0000 flags=0x6B0A extra=0x00C1 sprite=0
id=0x0000 flags=0x6C0A extra=0x00C1 sprite=0
id=0x0000 flags=0x6D0A extra=0x00C1 sprite=0
id=0x0000 flags=0x6E0A extra=0x00C1 sprite=0
id=0x0000 flags=0x6F0A extra=0x00C1 sprite=0
id=0x0000 flags=0x700A extra=0x00C1 sprite=0
id=0x0000 flags=0x710A extra=0x00C1 sprite=0
id=0x0000 flags=0x720A extra=0x00C1 sprite=0
id=0x0000 flags=0x730A extra=0x00C1 sprite=0
id=0x0000 flags=0x740A extra=0x00C1 sprite=0
id=0x0000 flags=0x750A extra=0x00C1 sprite=0
id=0x0000 flags=0x760A extra=0x00C1 sprite=0
id=0x0000 flags=0x770A extra=0x00C1 sprite=0
id=0x0000 flags=0x780A extra=0x00C1 sprite=0
id=0x0000 flags=0x790A extra=0x00C1 sprite=0
id=0x0000 flags=0x7A0A extra=0x00C1 sprite=0
id=0x0000 flags=0x7B0A extra=0x00C1 sprite=0
id=0x0000 flags=0x7C0A extra=0x00C1 sprite=0
id=0x0000 flags=0x7D0A extra=0x00C1 sprite=0
id=0x0000 flags=0x7E0A extra=0x00C1 sprite=0
id=0x0000 flags=0x7F0A extra=0x00C1 sprite=0
id=0x0000 flags=0x800A extra=0x00C1 sprite=0
id=0x0000 flags=0x810A extra=0x00C1 sprite=0
id=0x0000 flags=0x820A extra=0x00C1 sprite=0
id=0x0000 flags=0x830A extra=0x00C1 sprite=0
id=0x0000 flags=0x840A extra=0x00C1 sprite=0
id=0x0000 flags=0x850A extra=0x00C1 sprite=0
id=0x0000 flags=0x860A extra=0x00C1 sprite=0
id=0x0000 flags=0x870A extra=0x00C1 sprite=0
id=0x0000 flags=0x880A extra=0x00C1 sprite=0
id=0x0000 flags=0x890A extra=0x00C1 sprite=0
id=0x0000 flags=0x8A0A extra=0x00C1 sprite=0
id=0x0000 flags=0x8B0A extra=0x00C1 sprite=0
id=0x0000 flags=0x8C0A extra=0x00C1 sprite=0
id=0x0000 flags=0x8D0A extra=0x00C1 sprite=0
id=0x0000 flags=0x8E0A extra=0x00C1 sprite=0
id=0x0000 flags=0x8F0A extra=0x00C1 sprite=0
id=0x0000 flags=0x900A extra=0x00C1 sprite=0
id=0x0000 flags=0x910A extra=0x00C1 sprite=0
id=0x0000 flags=0x920A extra=0x00C1 sprite=0
id=0x0000 flags=0x930A extra=0x00C1 sprite=0
id=0x0000 flags=0x940A extra=0x00C1 sprite=0
id=0x0000 flags=0x950A extra=0x00C1 sprite=0
id=0x0000 flags=0x960A extra=0x00C1 sprite=0
id=0x0000 flags=0x970A extra=0x00C1 sprite=0
id=0x0000 flags=0x980A extra=0x00C1 sprite=0
id=0x0000 flags=0x990A extra=0x00C1 sprite=0
id=0x0000 flags=0x9A0A extra=0x00C1 sprite=0
id=0x0000 flags=0x9B0A extra=0x00C1 sprite=0
id=0x0000 flags=0x9C0A extra=0x00C1 sprite=0
id=0x0000 flags=0x9D0A extra=0x00C1 sprite=0
id=0x0000 flags=0x9E0A extra=0x00C1 sprite=0
id=0x0000 flags=0x9F0A extra=0x00C1 sprite=0
id=0x0000 flags=0xA00A extra=0x00C1 sprite=0
id=0x0000 flags=0xA10A extra=0x00C1 sprite=0
id=0x0000 flags=0xA20A extra=0x00C1 sprite=0
id=0x0000 flags=0xA30A extra=0x00C1 sprite=0
id=0x0000 flags=0xA40A extra=0x00C1 sprite=0
id=0x0000 flags=0xA50A extra=0x00C1 sprite=0
id=0x005A flags=0x0055 extra=0x005E sprite=85
id=0x0062 flags=0x0055 extra=0x0066 sprite=85
id=0x005B flags=0x0055 extra=0x005F sprite=85
id=0x0063 flags=0x0055 extra=0x0067 sprite=85
id=0x005C flags=0x0055 extra=0x0060 sprite=85
id=0x0064 flags=0x0055 extra=0x0068 sprite=85
id=0x005D flags=0x0055 extra=0x0061 sprite=85
id=0x0065 flags=0x0055 extra=0x0069 sprite=85
id=0xA70A flags=0x00C1 extra=0x04F0 sprite=90
id=0x0054 flags=0x005E extra=0x0054 sprite=98
id=0x0054 flags=0x0066 extra=0x0054 sprite=91
id=0x0054 flags=0x005F extra=0x0054 sprite=99
id=0x0054 flags=0x0067 extra=0x0054 sprite=92
id=0x0054 flags=0x0060 extra=0x0054 sprite=100
id=0x0054 flags=0x0068 extra=0x0054 sprite=93
id=0x0054 flags=0x0061 extra=0x0054 sprite=101
id=0x00C1 flags=0x04F0 extra=0x005A sprite=86
id=0x005E flags=0x0056 extra=0x0062 sprite=86
id=0x0066 flags=0x0056 extra=0x005B sprite=86
id=0x005F flags=0x0056 extra=0x0063 sprite=86
id=0x0067 flags=0x0056 extra=0x005C sprite=86
id=0x0060 flags=0x0056 extra=0x0064 sprite=86
id=0x0068 flags=0x0056 extra=0x005D sprite=86
id=0x0061 flags=0x0056 extra=0x0065 sprite=86
id=0x0069 flags=0x0056 extra=0xA90A sprite=193
id=0x04F0 flags=0x005A extra=0x0057 sprite=94
id=0x0057 flags=0x0062 extra=0x0057 sprite=102
id=0x0057 flags=0x005B extra=0x0057 sprite=95
id=0x0057 flags=0x0063 extra=0x0057 sprite=103
id=0x0057 flags=0x005C extra=0x0057 sprite=96
id=0x0057 flags=0x0064 extra=0x0057 sprite=104
id=0x0057 flags=0x005D extra=0x0057 sprite=97
id=0x0057 flags=0x0065 extra=0x0057 sprite=105
id=0x005A flags=0x004F extra=0x005E sprite=79
id=0x0062 flags=0x004F extra=0x0066 sprite=79
id=0x005B flags=0x004F extra=0x005F sprite=79
id=0x0063 flags=0x004F extra=0x0067 sprite=79
id=0x005C flags=0x004F extra=0x0060 sprite=79
id=0x0064 flags=0x004F extra=0x0068 sprite=79
id=0x005D flags=0x004F extra=0x0061 sprite=79
id=0x0065 flags=0x004F extra=0x0069 sprite=79
id=0xAB0A flags=0x00C1 extra=0x04F0 sprite=90
id=0x004E flags=0x005E extra=0x004E sprite=98
id=0x004E flags=0x0066 extra=0x004E sprite=91
id=0x004E flags=0x005F extra=0x004E sprite=99
id=0x004E flags=0x0067 extra=0x004E sprite=92
id=0x004E flags=0x0060 extra=0x004E sprite=100
id=0x004E flags=0x0068 extra=0x004E sprite=93
id=0x004E flags=0x0061 extra=0x004E sprite=101
id=0x00C1 flags=0x04F0 extra=0x005A sprite=76
id=0x005E flags=0x004C extra=0x0062 sprite=76
id=0x0066 flags=0x004C extra=0x005B sprite=76
id=0x005F flags=0x004C extra=0x0063 sprite=76
id=0x0067 flags=0x004C extra=0x005C sprite=76
id=0x0060 flags=0x004C extra=0x0064 sprite=76
id=0x0068 flags=0x004C extra=0x005D sprite=76
id=0x0061 flags=0x004C extra=0x0065 sprite=76
id=0x0069 flags=0x004C extra=0xAD0A sprite=193
id=0x04F0 flags=0x005A extra=0x004D sprite=94
id=0x004D flags=0x0062 extra=0x004D sprite=102
id=0x004D flags=0x005B extra=0x004D sprite=95
id=0x004D flags=0x0063 extra=0x004D sprite=103
id=0x004D flags=0x005C extra=0x004D sprite=96
id=0x004D flags=0x0064 extra=0x004D sprite=104
id=0x004D flags=0x005D extra=0x004D sprite=97
id=0x004D flags=0x0065 extra=0x004D sprite=105
id=0x005A flags=0x0050 extra=0x005E sprite=80
id=0x0062 flags=0x0050 extra=0x0066 sprite=80
id=0x005B flags=0x0050 extra=0x005F sprite=80
id=0x0063 flags=0x0050 extra=0x0067 sprite=80
id=0x005C flags=0x0050 extra=0x0060 sprite=80
id=0x0064 flags=0x0050 extra=0x0068 sprite=80
id=0x005D flags=0x0050 extra=0x0061 sprite=80
id=0x0065 flags=0x0050 extra=0x0069 sprite=80
id=0xAF0A flags=0x00C1 extra=0x04F0 sprite=90
id=0x0051 flags=0x005E extra=0x0051 sprite=98
id=0x0051 flags=0x0066 extra=0x0051 sprite=91
id=0x0051 flags=0x005F extra=0x0051 sprite=99
id=0x0051 flags=0x0067 extra=0x0051 sprite=92
id=0x0051 flags=0x0060 extra=0x0051 sprite=100
id=0x0051 flags=0x0068 extra=0x0051 sprite=93
id=0x0051 flags=0x0061 extra=0x0051 sprite=101
id=0x00C1 flags=0x04F0 extra=0x005A sprite=82
id=0x005E flags=0x0052 extra=0x0062 sprite=82
id=0x0066 flags=0x0052 extra=0x005B sprite=82
id=0x005F flags=0x0052 extra=0x0063 sprite=82
